Country,Country Code,Year,NPLs,Inflation,Credit_to_Private_Sector,Debt,Trade,GDP,GDP_Growth,Unemployment,x,y,_algo
Burkina Faso,BFA,1994,,,-0.9247552400,,-0.7326146024,-0.2346631994,-0.3262542793,-0.9336785255,7.6484699249,8.2148847580,UMAP
Burundi,BDI,1994,,,-0.7395369348,,-0.7419744909,-0.2348236533,-1.1616038033,,5.3997726440,10.2531480789,UMAP
Cabo Verde,CPV,1994,,,-0.5477117796,,-0.0964036595,-0.2349093905,2.5747561721,,5.3203263283,8.1293468475,UMAP
Cambodia,KHM,1994,,,-1.0133770002,,-0.2360135704,-0.2345150020,-6.1913325887,,5.8595070839,8.5917577744,UMAP
Cameroon,CMR,1994,,,-0.9139358239,1.2240794962,-0.7772419611,-0.2335044111,-0.2350394432,,7.6260042191,7.6665067673,UMAP
Canada,CAN,1994,,-0.1464078133,0.7022040457,0.5033396207,-0.2375185512,-0.1390699972,0.1898987799,0.4249622301,3.6355683804,6.7447066307,UMAP
Caribbean small states,CSS,1994,,,-0.2116360074,,,-0.2325309291,0.0053098285,1.6019746728,5.8799777031,7.8632478714,UMAP
Cayman Islands,CYM,1994,,,,,,,,-0.3843113102,5.4235820770,5.3459501266,UMAP
Central African Republic,CAF,1994,,,-0.9984863204,,-0.5518147716,-0.2348358671,0.2558012072,,4.9320440292,6.4326910973,UMAP
Central Europe and the Baltics,CEB,1994,,0.1135937898,-0.3490819674,,,-0.1839302246,0.0590988990,0.6006355684,5.6365432739,7.4426302910,UMAP
Chad,TCD,1994,,,-1.0064416131,,-0.5012409473,-0.2347815153,1.1060767509,,4.3002443314,8.3772830963,UMAP
Chile,CHL,1994,,-0.0056152027,,,-0.4654435996,-0.2254779381,0.2845154885,-0.3617107602,4.5205917358,6.5462012291,UMAP
China,CHN,1994,,0.1543572331,0.9601145764,,-0.8039159965,-0.1412222836,1.5827402403,-0.8954314409,4.3713579178,5.2094936371,UMAP
Colombia,COL,1994,,0.1367450061,-0.3470636438,,-0.7977756026,-0.2214648156,0.4043150206,0.0520531551,3.7665352821,6.5995645523,UMAP
Comoros,COM,1994,,,-0.9367439982,,-0.8009288548,-0.2349238426,-1.3965052191,,5.4033722878,10.1618471146,UMAP
"Congo, Dem. Rep.",COD,1994,,,-1.0681518004,2.7168075433,-0.6679294598,-0.2340140986,-1.1729685685,,5.4801874161,10.2981948853,UMAP
"Congo, Rep.",COG,1994,,,-0.9086103228,,1.1072378404,-0.2346840239,-1.4316227680,,5.5346336365,9.7697668076,UMAP
Costa Rica,CRI,1994,,0.0204938654,,,0.0301896509,-0.2332418899,0.1939544133,,5.2170810699,7.6282367706,UMAP
Cote d'Ivoire,CIV,1994,,,-0.6485875989,,-0.1303800134,-0.2336017969,-0.4080519451,,7.5670170784,8.8736801147,UMAP
Croatia,HRV,1994,,,,,,-0.2324856419,0.4133768439,,3.8337280750,6.6919932365,UMAP
Cuba,CUB,1994,,,,,-0.9579712406,-0.2302720673,-0.4233587690,,7.3484735489,9.1511287689,UMAP
Cyprus,CYP,1994,,,,-0.0224795258,0.3800077360,-0.2337486231,0.4181704043,-0.9128164794,3.5989346504,6.9525299072,UMAP
Czechia,CZE,1994,,-0.0231393134,0.4748249175,-0.9577897696,-0.0326614775,-0.2270075964,-0.0674014683,-0.6374374702,6.3492560387,7.6205182076,UMAP
Denmark,DNK,1994,,-0.1236058081,-0.3658452150,0.4888905529,-0.1696031151,-0.2091756124,0.3198927595,0.0148491728,4.1952533722,6.3532309532,UMAP
Djibouti,DJI,1994,,,-0.1732419773,,,-0.2348953159,,,5.1036043167,7.8976573944,UMAP
Dominica,DMA,1994,,,-0.0419007806,,,-0.2349329075,-0.5341619753,,6.5814604759,9.1620121002,UMAP
Dominican Republic,DOM,1994,,,,,0.0136735483,-0.2325547967,-0.1186307153,,6.5135231018,7.6281957626,UMAP
Early-demographic dividend,EAR,1994,,,,,-0.7078207185,0.1788904518,0.0199367619,-0.6458943881,4.9510965347,5.0343337059,UMAP
East Asia & Pacific,EAS,1994,,,2.8589146091,,-0.6307605447,0.9903271221,0.3137881629,-0.8362959723,5.0360555649,5.1148076057,UMAP
East Asia & Pacific (IDA & IBRD countries),TEA,1994,,,0.8460355871,,-0.6597852457,-0.0574861677,1.2377691184,-0.8400421489,4.2186903954,5.2533693314,UMAP
East Asia & Pacific (excluding high income),EAP,1994,,,0.8460355871,,-0.6597852457,-0.0572872911,1.2379355867,-0.8400421489,4.1861696243,5.2374196053,UMAP
Ecuador,ECU,1994,,0.1924829945,,,-0.6431174208,-0.2312212460,0.1516141941,-0.2208919487,5.2887039185,6.4532661438,UMAP
"Egypt, Arab Rep.",EGY,1994,,,-0.4232150260,,-0.5083200086,-0.2263941477,0.1053285495,0.5179721858,6.1840219498,6.4446873665,UMAP
El Salvador,SLV,1994,,,,,-0.4193825732,-0.2337066715,0.2220483147,-0.0470415641,5.0499997139,6.4053487778,UMAP
Equatorial Guinea,GNQ,1994,,,-0.9969658404,,,-0.2349599569,2.1666116135,,5.4064254761,8.1842098236,UMAP
Eritrea,ERI,1994,,,,,0.6772273690,-0.2348887012,2.9057732319,,5.2989149094,8.2513360977,UMAP
Estonia,EST,1994,,,,,1.4103838008,-0.2342947964,-0.8064264534,-0.0677297598,5.9643864632,9.4255590439,UMAP
Eswatini,SWZ,1994,,,-0.6581884583,,,-0.2347419159,-0.1499813396,,6.9704632759,7.4475765228,UMAP
Ethiopia,ETH,1994,,,-0.9772423580,0.8408331403,,-0.2338023521,-0.0218339714,-0.8432763255,5.9263963699,7.3658738136,UMAP
Euro area,EMU,1994,,-0.1047468575,,,-0.4572498461,0.8450949707,-0.1313385736,0.6588617803,6.9334487915,5.8809266090,UMAP
Europe & Central Asia,ECS,1994,,,,,-0.4157851510,1.3209472743,-0.3350736704,0.3072145536,6.6740899086,5.6808228493,UMAP
Europe & Central Asia (IDA & IBRD countries),TEC,1994,,,,,-0.3951335536,-0.0977075171,-1.9073789723,0.0557207542,4.5405993462,9.7156305313,UMAP
Europe & Central Asia (excluding high income),ECA,1994,,,,,-0.2859402008,-0.1905345610,-2.1644292556,,4.4551749229,9.9007091522,UMAP
European Union,EUU,1994,,-0.0978902650,,,-0.4330300218,0.9487423852,-0.1011193282,0.6181812652,6.8207540512,5.7916779518,UMAP
Faroe Islands,FRO,1994,,,,,-0.0139042267,-0.2348511533,,,5.8316788673,8.3501472473,UMAP
Fiji,FJI,1994,,,,-0.4239965589,0.7748453684,-0.2346747024,0.2882815963,-0.3912653256,4.4417672157,6.9911108017,UMAP
Finland,FIN,1994,,-0.1348848639,,0.0874951663,-0.2747530195,-0.2179130854,0.1038998776,1.4734538996,5.7038502693,6.7897357941,UMAP
Fragile and conflict affected situations,FCS,1994,,,-0.8131239227,,,-0.1767669593,-1.0927238399,,5.6161804199,9.9727878571,UMAP
France,FRA,1994,,-0.1278067727,,,-0.6436368369,-0.0058001665,-0.1527464065,0.8070853754,7.2113075256,6.8577513695,UMAP
French Polynesia,PYF,1994,,,,,-0.9694969661,-0.2343686992,-0.8103069738,,6.1041660309,9.5929880142,UMAP
Gabon,GAB,1994,,,-0.9312422018,,0.4616740302,-0.2342835829,0.0630468793,,5.7643775940,7.1993722916,UMAP
"Gambia, The",GMB,1994,,,-0.9583720995,,-0.5223390732,-0.2348531783,-0.5147006360,,6.8359708786,9.8523721695,UMAP
Georgia,GEO,1994,,,,,1.7794982743,-0.2345609040,-2.2280294847,,4.7724385262,9.8340044022,UMAP
Germany,DEU,1994,,-0.1148537795,,,-0.6958887501,0.1313693741,-0.1180134356,0.1349797886,6.9303431511,6.0245342255,UMAP
Ghana,GHA,1994,,,-0.9674197537,,-0.2841585803,-0.2340759475,-0.0039685319,,6.0227155685,6.9273452759,UMAP
Greece,GRC,1994,,-0.0127193288,,,-0.8114958806,-0.2159621299,-0.2150380668,0.3229120543,7.4593796730,7.4696903229,UMAP
Greenland,GRL,1994,,,,,,-0.2348102818,0.4221273253,,3.5316236019,6.8857893944,UMAP
Grenada,GRD,1994,,,0.0411003947,,,-0.2349228632,-0.2647926486,3.2995783393,6.4452800751,8.4266061783,UMAP
Guam,GUM,1994,,,,,,,,-0.0609495949,5.9970788956,5.5910758972,UMAP
Guatemala,GTM,1994,,,,-0.9774960763,-0.6707988191,-0.2328295627,0.1151626560,,5.6704444885,6.4187612534,UMAP
Guinea,GIN,1994,,,-1.0214657657,,-0.8484557924,-0.2341608799,0.1048296014,,5.5285110474,6.5366344452,UMAP
Guinea-Bissau,GNB,1994,,,-0.9615138221,,-0.5056596529,-0.2348753368,-0.0202046059,,5.9572777748,6.9121651649,UMAP
Guyana,GUY,1994,,,-0.5685820359,,2.8649341184,-0.2348871820,0.8455739841,,3.6165926456,8.4097900391,UMAP
Haiti,HTI,1994,,,-0.8490048680,,-0.8919039886,-0.2346181721,-2.4800788735,,4.4659705162,9.7199106216,UMAP
Heavily indebted poor countries (HIPC),HPC,1994,,,-0.8538937105,,-0.4910501416,-0.2148859389,-0.5561575634,,6.8859415054,9.9589719772,UMAP
High income,HIC,1994,,,2.0970040106,,-0.6740956979,3.7069213032,-0.0675504613,-0.0046479183,6.1244711876,5.3458414078,UMAP
Honduras,HND,1994,,,,,0.4693701049,-0.2342089238,-0.5053555252,,6.8984956741,9.4784097672,UMAP
"Hong Kong SAR, China",HKG,1994,,,2.3541869064,,3.1671618626,-0.2125171461,0.4402497598,-1.0518967870,3.4229996204,6.7907280922,UMAP
Hungary,HUN,1994,,0.0870803049,-0.4828981722,0.6708804914,-0.3966105329,-0.2278146998,-0.0612568973,0.4774650462,6.6102790833,6.7185020447,UMAP
IBRD only,IBD,1994,,,,,-0.7130133930,0.4822564308,0.0525156960,-0.6743474628,5.0043926239,4.8294749260,UMAP
IDA & IBRD total,IBT,1994,,,,,-0.7043889024,0.5477082866,0.0133096309,-0.6699139509,5.0017094612,4.8599972725,UMAP
IDA blend,IDB,1994,,,-0.7351707081,,,-0.2033938248,-0.3890217349,,7.4907631874,8.9350204468,UMAP
IDA only,IDX,1994,,,-0.8796514154,,-0.5583586030,-0.2009631451,-0.3758167752,,7.6327085495,8.9554901123,UMAP
IDA total,IDA,1994,,,-0.8079013698,,,-0.1694136507,-0.3828937088,,7.4941592216,9.0522851944,UMAP
Iceland,ISL,1994,,-0.1290908979,-0.0363696334,-0.2476544981,-0.2156911931,-0.2339199889,0.0461780547,-0.4562853694,5.5185728073,5.9062881470,UMAP
India,IND,1994,,-0.0205362616,-0.5254638802,-0.1181671551,-1.1094328890,-0.1808544905,0.5413904335,-1.0089557420,3.1332552433,7.5419669151,UMAP
Indonesia,IDN,1994,,-0.0419585690,,-0.4253568006,-0.4837538304,-0.2057235974,0.6844382807,-0.6231817386,3.8687109947,8.9536046982,UMAP
"Iran, Islamic Rep.",IRN,1994,,,-0.6201533273,,-0.6857872028,-0.2230960523,-0.8154961926,,6.1688313484,10.1352910995,UMAP
Iraq,IRQ,1994,,,,,-1.5025328262,-0.2343165697,0.0860660610,,5.5391068459,7.3870692253,UMAP
Ireland,IRL,1994,,-0.1196459410,,,0.9843149392,-0.2255342667,0.3947623348,1.1462674758,3.9573884010,7.0797052383,UMAP
Isle of Man,IMN,1994,,,,,,-0.2348388304,0.1096845417,-0.5651157102,5.4519667625,6.6072907448,UMAP
Israel,ISR,1994,,0.0045024803,0.2629678241,1.1533451433,-0.3281030179,-0.2199707436,0.6662333998,-0.0239194629,3.1167855263,8.3198823929,UMAP
Italy,ITA,1994,,-0.0978902650,,,-0.7103259166,-0.0527778598,-0.1905176585,0.5450928458,7.5536036491,6.9941520691,UMAP
Jamaica,JAM,1994,,,-0.6231802808,0.9448147822,0.6875554598,-0.2340749263,-0.3151516100,1.2846523819,7.3448677063,8.3672924042,UMAP
Japan,JPN,1994,,-0.1397924335,3.6050153217,,-1.1934072464,0.5916851573,-0.3638610444,-0.8780464024,5.3043041229,5.0604805946,UMAP
Jordan,JOR,1994,,,0.4559647483,1.4586624795,0.8239007547,-0.2339453181,0.2674144634,,4.1839919090,6.9589719772,UMAP
Kazakhstan,KAZ,1994,,23.2892402452,,,0.1518750575,-0.2314623388,-2.5855114765,-0.0713806179,5.6068854332,8.4542207718,UMAP
Kenya,KEN,1994,,,-0.6170674816,,-0.1022536912,-0.2337945231,-0.1122983921,,7.0374135971,7.1111965179,UMAP
Kiribati,KIR,1994,,,,,0.1275557450,-0.2349655385,-0.2076901325,,6.6154246330,8.0028009415,UMAP
"Korea, Rep.",KOR,1994,,-0.0702497675,0.0916849290,-1.0950303117,-0.5469359370,-0.1583068311,0.9651113045,-0.9641023428,4.2062034607,8.1187686920,UMAP
Kuwait,KWT,1994,,,-0.5391268711,,0.3290099272,-0.2308673810,0.8299454979,-1.2605172485,3.9428105354,8.7286863327,UMAP
Kyrgyz Republic,KGZ,1994,,,,,-0.0518026328,-0.2346985079,-3.8008108044,,5.6728587151,8.7030344009,UMAP
Lao PDR,LAO,1994,,,-0.8791889107,,-0.2292993407,-0.2347213581,0.7849475618,,3.5992460251,8.5600271225,UMAP
Late-demographic dividend,LTE,1994,,,,,-0.6308814139,0.1692551783,0.1853997310,-0.6788992495,4.6783528328,4.8284893036,UMAP
Latin America & Caribbean,LCN,1994,,,,,-0.8815531436,0.0620812458,0.3088641518,,4.6951336861,5.4554543495,UMAP
Latin America & Caribbean (excluding high income),LAC,1994,,,,,-0.9825106495,0.0267128345,0.3163753556,,4.4527831078,5.6350870132,UMAP
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,,,,,-0.8990081852,0.0487566146,0.3242935751,,4.5699901581,5.4782977104,UMAP
Latvia,LVA,1994,,0.3000207121,,-1.1123252125,,,-0.1842037376,,7.2807798386,6.5271596909,UMAP
Least developed countries: UN classification,LDC,1994,,,-0.8856057843,,-0.7294932510,-0.2073211650,-0.4359968953,,7.1864786148,9.2704381943,UMAP
Lebanon,LBN,1994,,,0.0791686562,,-0.1218119143,-0.2333891995,0.7762163361,,4.0430302620,8.6574125290,UMAP
Lesotho,LSO,1994,,,-0.5645371391,,,-0.2348313894,0.4311389778,,3.3015782833,7.2297286987,UMAP
Liberia,LBR,1994,,,-1.0003388748,,,-0.2349547654,-4.0731209649,,5.7376961708,8.7198057175,UMAP
Libya,LBY,1994,,,-0.3149609394,,-0.4586608788,-0.2302452401,-0.2256261445,,7.3209538460,6.9928479195,UMAP
Liechtenstein,LIE,1994,,,,,,-0.2346544613,0.5750349302,-1.2048851255,3.7120277882,7.9969620705,UMAP
Lithuania,LTU,1994,,0.7535757078,,,,,-2.1253883013,1.6306146472,4.5208282471,9.9241991043,UMAP
Low & middle income,LMY,1994,,,0.1283403128,,-0.7337088929,0.4325560800,0.2962584799,-0.7451507037,4.6387519836,4.7519402504,UMAP
Low income,LIC,1994,,,-0.9581632435,,-0.6804036694,-0.2190166096,-0.2873837231,,7.6785316467,8.0103883743,UMAP
Lower middle income,LMC,1994,,,-0.5589185240,,-0.7539096394,-0.0956101211,0.1044668374,-0.7640893488,5.0054993629,5.4004402161,UMAP
Luxembourg,LUX,1994,,-0.1210746120,,,2.1510542650,-0.2320492435,0.0806089775,-0.7773870298,5.3831591606,7.0627636909,UMAP
"Macao SAR, China",MAC,1994,,,0.8051491296,,1.0615180742,-0.2339329297,0.1508350686,,4.8849363327,6.5175681114,UMAP
Madagascar,MDG,1994,,,-0.7959090151,,-0.6474231303,-0.2343941494,-0.5465960481,,7.0440082550,9.6299562454,UMAP
Malawi,MWI,1994,,,-0.9051919297,,,-0.2346922099,-2.2023685614,,4.7569346428,9.6569309235,UMAP
Malaysia,MYS,1994,,,1.5301680090,-0.1647409063,2.0353332027,-0.2226599833,0.9559176759,,3.8061397076,8.1063127518,UMAP
Maldives,MDV,1994,,-0.1062015901,,-0.2451260488,,-0.2349177527,0.7184554106,,4.0096569061,8.6139926910,UMAP
Mali,MLI,1994,,,-0.9129067227,,-0.3940865474,-0.2346323482,0.0739541760,,5.6823735237,6.7266411781,UMAP
Malta,MLT,1994,,,,-0.5811061097,2.0706912651,-0.2344807584,0.3777595784,-0.6694259409,3.4563019276,6.3846530914,UMAP
Marshall Islands,MHL,1994,,,,,,-0.2349587557,0.4145495480,,3.7203824520,6.5109186172,UMAP
Mauritania,MRT,1994,,,,,-0.2710792761,-0.2346549992,-1.0367045600,,5.7039647102,10.1034593582,UMAP
Mauritius,MUS,1994,,,-0.0178124323,-0.5626813589,0.8676603694,-0.2343802873,0.1317886639,,5.0974082947,7.1264619827,UMAP
Mexico,MEX,1994,,-0.0615113329,,-0.6547805379,-0.9307675641,-0.1434236002,0.1736754208,-0.6110122117,5.0099778175,5.9258341789,UMAP
"Micronesia, Fed. Sts.",FSM,1994,,,,,,-0.2349431397,-0.6265459239,,6.5411233902,9.6296939850,UMAP
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1994,,,-0.4164721340,,-0.4182095698,-0.1186424372,-0.0382292752,0.3276057957,6.7974524498,6.3601880074,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1994,,,-0.5433827177,,-0.6575302030,-0.1755931828,-0.1646885136,0.3548654978,7.5690784454,6.3805398941,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1994,,,-0.5433827177,,-0.6496773163,-0.1751228371,-0.1646885136,0.3548654978,7.4419250488,6.5194506645,UMAP
Middle income,MIC,1994,,,0.1608301625,,-0.7342979559,0.4171117515,0.3077411099,-0.7485499752,4.7093005180,4.7532205582,UMAP
Moldova,MDA,1994,,5.9242176798,,,,-0.2346951123,-5.5567213666,,5.8250527382,8.4656982422,UMAP
Monaco,MCO,1994,,,,,,-0.2345267605,-0.1800290351,,7.3198628426,7.2197170258,UMAP
Mongolia,MNG,1994,,,-0.8372199020,-0.0747612729,0.4465354114,-0.2348235233,-0.1932195072,,7.2473659515,7.4429974556,UMAP
Morocco,MAR,1994,,,,0.3590360723,-0.5735465874,-0.2290886956,1.1793199610,1.7350987284,4.3309569359,8.2443552017,UMAP
Mozambique,MOZ,1994,,,-0.8863792037,,-0.3486750511,-0.2344874390,0.5058754850,,3.4488458633,7.7976088524,UMAP
Myanmar,MMR,1994,,,-0.9495703471,,,-0.2342436558,0.6743698186,,3.9472069740,8.8160781860,UMAP
Namibia,NAM,1994,,,,,0.2563932904,-0.2343702901,-0.2588951308,1.9904849433,7.1430306435,8.0870943069,UMAP
Nauru,NRU,1994,,,,,,-0.2349700553,-1.1674698525,,5.4068989754,10.1294326782,UMAP
Nepal,NPL,1994,,-0.0442395983,-0.6479136303,0.2815597713,-0.5121863340,-0.2343040963,0.7941995781,,3.5992009640,8.3815526962,UMAP
Netherlands,NLD,1994,,-0.1134996275,,-0.0091865225,0.5230504799,-0.1721867769,-0.0589939175,-0.1376176145,6.4794363976,7.1747813225,UMAP
New Caledonia,NCL,1994,,,,,-0.6769557741,-0.2344741066,-0.1192145912,,7.2008948326,6.4435505867,UMAP
New Zealand,NZL,1994,,-0.1266848997,,,-0.3472515924,-0.2258291126,0.2914068555,0.0713505478,4.5930185318,6.7495775223,UMAP
Nicaragua,NIC,1994,,,,,-0.7355267804,-0.2343377645,0.0021567671,,6.2281618118,6.8169126511,UMAP
Niger,NER,1994,,,-0.9340523499,,-0.8425388758,-0.2346561268,-0.2386163309,,7.7042412758,7.4653816223,UMAP
Nigeria,NGA,1994,,,-0.9004619199,,,-0.2216807725,-0.8344337371,,5.9704604149,9.7276868820,UMAP
North America,NAC,1994,,-0.1311652176,1.7131447753,-0.1134456668,-1.0174030730,1.0663444992,0.1200970395,-0.2442644738,5.5722293854,5.1495900154,UMAP
North Macedonia,MKD,1994,,,,,0.1155397366,-0.2343879675,-0.8252183911,3.8332990200,5.9191808701,9.2942037582,UMAP
Norway,NOR,1994,,-0.1313003888,,-0.5625994332,-0.1737079827,-0.2139526508,0.2810198926,-0.4408126852,4.8247814178,6.6758594513,UMAP
OECD members,OED,1994,,-0.1116034501,2.1257782611,-0.2382161216,-0.7740898410,3.6183581621,-0.0140836985,-0.0281251844,6.1769175529,5.2277808189,UMAP
Oman,OMN,1994,,,-0.5724483791,,-0.2709983525,-0.2325431413,0.0895148916,,5.7796630859,6.4956741333,UMAP
Other small states,OSS,1994,,,,,0.6212391497,-0.2289186605,-0.0785948863,,6.1356277466,7.4241337776,UMAP
Pacific island small states,PSS,1994,,,,,0.7027750906,-0.2344119414,0.2339359617,,4.6290984154,7.3118977547,UMAP
Pakistan,PAK,1994,,,-0.5212439040,,-0.8146933730,-0.2263287451,0.0670508227,-0.6416098794,5.2868833542,5.7467169762,UMAP
Palau,PLW,1994,,,,,,-0.2349590752,0.6454812768,,3.4423158169,8.6786594391,UMAP
Panama,PAN,1994,,,,,1.3211716986,-0.2334278697,-0.0770071435,1.0516928665,6.7642364502,7.3114228249,UMAP
Papua New Guinea,PNG,1994,,,,-0.0249812751,0.3313392030,-0.2340666202,0.4250074924,,3.5714893341,6.8861174583,UMAP
Paraguay,PRY,1994,,,-0.4478277853,,0.9172274566,-0.2336749866,0.3236630314,-0.6155323217,3.7171220779,6.2153329849,UMAP
Peru,PER,1994,,,-0.7744315092,0.0209312417,-0.9354008177,-0.2275543826,1.4586406016,,4.3424477577,8.3517150879,UMAP
Philippines,PHL,1994,,,-0.4813292842,-0.1223130688,-0.4709761249,-0.2228781124,0.1703531910,0.2664106793,5.9883046150,6.2640271187,UMAP
Poland,POL,1994,,0.2633988528,-0.6935304944,0.1379902366,,-0.2166527947,0.3195852337,1.1278393350,4.7068548203,7.4362959862,UMAP
Portugal,PRT,1994,,-0.0808042514,,-1.1545056570,-0.3794654704,-0.2184909049,-0.3831081353,-0.2158502875,7.9083161354,9.1281890869,UMAP
Post-demographic dividend,PST,1994,,-0.1173576991,2.1637757642,,-0.7216234130,3.4885287933,-0.0270811122,-0.0542905294,6.1228885651,5.2703704834,UMAP
Pre-demographic dividend,PRE,1994,,,-0.8932530257,,,-0.2035614988,-0.5346352874,,6.9134449959,9.7603254318,UMAP
Puerto Rico (US),PRI,1994,,,,,0.3994724287,-0.2284129037,0.1398768042,1.1560030973,5.1440143585,7.5532908440,UMAP
Qatar,QAT,1994,,,-0.2385334778,,0.0430306371,-0.2337570990,-0.3094172373,,6.6759133339,8.2098159790,UMAP
Romania,ROU,1994,,,,,-0.4839512009,-0.2300034238,0.0986344866,0.0381451244,5.7536506653,6.2453060150,UMAP
Russian Federation,RUS,1994,,3.6932326506,,,-0.5019225015,-0.1696418538,-2.5806010216,0.0313649594,4.7631454468,9.2098932266,UMAP
Rwanda,RWA,1994,,,-0.8561399549,,-0.1056084036,-0.2348519971,-8.6980966095,,5.5403084755,8.9562244415,UMAP
Samoa,WSM,1994,,,,,,-0.2349400641,-0.9524989001,,5.9043021202,10.1458797455,UMAP
San Marino,SMR,1994,,,,,,,,-0.7041960178,4.8455939293,5.1641812325,UMAP
Sao Tome and Principe,STP,1994,,,,,,-0.2349549079,-0.1825655463,,7.1670928001,7.5558533669,UMAP
Saudi Arabia,SAU,1994,,,-0.5563953230,,-0.3225238282,-0.2126224668,-0.3850357369,,7.8995246887,8.7762575150,UMAP
Senegal,SEN,1994,,,-0.7908597786,,-0.4274598835,-0.2341440470,-0.5474759883,,6.9609546661,9.9148101807,UMAP
Seychelles,SYC,1994,,,-0.8845009018,,-0.5192643865,-0.2348910359,-0.9353646521,0.4171389628,5.8374643326,10.3096656799,UMAP
Sierra Leone,SLE,1994,,,-1.0183932642,,-0.4191578944,-0.2348258324,-0.8559402256,,5.9799566269,10.2220916748,UMAP
Singapore,SGP,1994,,,0.8568808207,0.3697898276,4.7174122882,-0.2227905665,1.2617489361,-0.8554458524,3.8035848141,7.7815227509,UMAP
Slovak Republic,SVK,1994,,0.0190088759,,,0.6020333989,-0.2315983827,0.4677769151,0.9899759800,3.8288342953,7.3664402962,UMAP
Slovenia,SVN,1994,,0.1135937898,,-0.9049768968,0.4065439570,-0.2322643979,0.3252165167,0.0503146513,4.3298110962,7.2056427002,UMAP
Small states,SST,1994,,,,,0.6841363792,-0.2259147289,-0.0317798298,,5.8268713951,7.4804353714,UMAP
Solomon Islands,SLB,1994,,,-0.7620206930,,1.1874860502,-0.2349100096,0.7753654415,,3.6479425430,8.5957412720,UMAP
"Somalia, Fed. Rep.",SOM,1994,,,,,,-0.2347316776,-3.4374189558,,5.4859209061,8.7355194092,UMAP
South Africa,ZAF,1994,,-0.0368828766,1.3341756080,-0.2308495660,-0.7742219146,-0.2095899038,-0.0202046085,,6.9531936646,6.5193891525,UMAP
South Asia,SAS,1994,,-0.0442395983,-0.5523686197,-0.0761772678,-1.0598203464,-0.1725580999,0.4940462615,-0.9713499772,3.1027421951,7.2594656944,UMAP
South Asia (IDA & IBRD),TSA,1994,,-0.0442395983,-0.5523686197,-0.0761772678,-1.0598203464,-0.1725580999,0.4940462615,-0.9713499772,3.0740191936,7.2071862221,UMAP
Spain,ESP,1994,,-0.0895685733,,-0.1524923517,-0.6840804259,-0.1472990292,-0.1528219827,2.8265314429,7.3505454063,7.0848307610,UMAP
Sri Lanka,LKA,1994,,,-0.8303122913,0.9494043459,0.0583949821,-0.2330388625,0.3694490611,0.8830579935,3.4772579670,6.3672137260,UMAP
St. Kitts and Nevis,KNA,1994,,,0.1615573938,,,-0.2349278165,0.3210330059,,4.6491699219,6.8900775909,UMAP
St. Lucia,LCA,1994,,,-0.0209181960,,,-0.2348586009,-0.2802162935,1.5732440203,6.5475854874,8.5980167389,UMAP
St. Vincent and the Grenadines,VCT,1994,,,-0.2170911985,-0.2674779533,,-0.2349287628,-0.7423260497,,6.0020155907,9.1453638077,UMAP
Sub-Saharan Africa,SSF,1994,,,0.0895347886,,,-0.1725249258,-0.3758552264,,7.7658309937,9.3920898438,UMAP
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,,,0.0895347886,,,-0.1725249258,-0.3758552264,,7.7195949554,9.3476734161,UMAP
Sub-Saharan Africa (excluding high income),SSA,1994,,,0.1128909563,,,-0.1737836289,-0.3823277991,,7.7031078339,9.3500509262,UMAP
Sudan,SDN,1994,,,-1.0363319724,,-1.2170242809,-0.2328608905,-0.3763878480,,7.2198119164,8.5645608902,UMAP
Suriname,SUR,1994,,,-0.8965268252,,,-0.2348764960,0.0122674508,0.8256873666,5.8353180885,7.0466074944,UMAP
Sweden,SWE,1994,,-0.1215318711,-0.2698289670,,-0.2462268717,-0.1971557477,0.1122261016,0.2678014824,5.2190160751,7.0930857658,UMAP
