Country,Country Code,Year,NPLs,Inflation,Credit_to_Private_Sector,Debt,Trade,GDP,GDP_Growth,Unemployment,x,y,_algo
India,IND,1996,,-0.0364011241,-0.5313470621,-0.2094717858,-1.0730056921,-0.1700024370,0.6859890174,,2.7777752876,14.8104944229,UMAP
Indonesia,IDN,1996,,-0.0489337740,,-0.7236719705,-0.4761265405,-0.1973760200,0.7296097596,-0.5371257983,2.2443645000,13.9339637756,UMAP
"Iran, Islamic Rep.",IRN,1996,,,-0.7289460233,,-0.8114748483,-0.2150651732,0.4913185578,0.1998259820,5.0112905502,13.7834110260,UMAP
Iraq,IRQ,1996,,,,,-1.5039631574,-0.2332511847,1.2495874874,,0.5968163013,14.0721569061,UMAP
Ireland,IRL,1996,,-0.1265554774,,,1.2278899166,-0.2224429442,0.6584039635,0.6504461789,2.6934154034,13.9869642258,UMAP
Isle of Man,IMN,1996,,,,,,-0.2348100638,0.7104217725,-0.7667821563,2.4539659023,14.6146936417,UMAP
Israel,ISR,1996,,-0.0054230361,0.3438536913,1.0276717065,-0.3606988950,-0.2159395513,0.4083377738,-0.2205442479,4.1981325150,13.5583105087,UMAP
Italy,ITA,1996,,-0.0984503800,,,-0.6623153490,-0.0175492393,-0.3212896799,0.6803484451,1.2220247984,10.5712718964,UMAP
Jamaica,JAM,1996,,,-0.6154531487,0.4162646964,0.4183385325,-0.2337538840,-0.5582259648,1.4011321396,1.4369113445,12.2122745514,UMAP
Japan,JPN,1996,,-0.1467693910,3.5549685804,,-1.1453275064,0.5792151044,-0.0309413936,-0.7911212101,4.0044436455,10.5780448914,UMAP
Jordan,JOR,1996,,,0.5727610897,1.2177982417,1.0742385795,-0.2338310116,-0.2009092440,0.9995377512,1.9530071020,11.4278020859,UMAP
Kazakhstan,KAZ,1996,,0.3406925867,,,-0.1021071426,-0.2314979657,-0.4585798329,0.8708884666,0.6180813313,11.3068771362,UMAP
Kenya,KEN,1996,,,-0.5726859730,,-0.3768141041,-0.2329845772,0.1335253453,,3.6980659962,11.8163404465,UMAP
Kiribati,KIR,1996,,,,,0.2011025359,-0.2349631569,-0.5482108064,,0.6787998080,12.1552286148,UMAP
"Korea, Rep.",KOR,1996,,-0.0869951832,0.1526357385,-1.1260697626,-0.4684680312,-0.1340720038,0.7413835844,-1.0338163470,2.3106136322,14.5229930878,UMAP
Kuwait,KWT,1996,,,-0.2851185122,,0.2953217197,-0.2297686668,-0.4415112622,-1.2605172485,1.0107123852,11.9119434357,UMAP
Kyrgyz Republic,KGZ,1996,,,-0.8855189668,,0.2131470791,-0.2346743984,0.6104878386,,3.0159127712,14.4741277695,UMAP
Lao PDR,LAO,1996,,,-0.8768086401,,-0.2500004814,-0.2346667745,0.5851304837,,3.5207448006,14.4980421066,UMAP
Late-demographic dividend,LTE,1996,,,0.3611724851,,-0.6552236779,0.3175646362,0.2910412550,-0.5902696418,4.5733151436,10.3907670975,UMAP
Latin America & Caribbean,LCN,1996,,,-0.2859080679,,-0.8056648672,0.1125289310,0.0967912007,0.1641330021,5.1342091560,10.7955379486,UMAP
Latin America & Caribbean (excluding high income),LAC,1996,,,-0.2526296277,,-0.9066259238,0.0695376907,0.0925973154,0.1226742909,5.1128344536,10.7903013229,UMAP
Latin America & the Caribbean (IDA & IBRD countries),TLA,1996,,,-0.2879565481,,-0.8227781687,0.0985345413,0.0962095197,0.1633828086,5.1547551155,10.7916240692,UMAP
Latvia,LVA,1996,,0.0713799617,,,0.3167623475,-0.2340175577,-0.1663360097,2.2564760318,2.1927261353,12.0005674362,UMAP
Least developed countries: UN classification,LDC,1996,,,-0.8183602199,,-0.6915217538,-0.2051007141,0.3675590104,,4.9505014420,13.6976957321,UMAP
Lebanon,LBN,1996,,,0.3610081527,,-0.1646172964,-0.2327126472,1.2926375698,,0.8777419329,14.4043521881,UMAP
Lesotho,LSO,1996,,,-0.7009107677,,,-0.2348201670,0.3689810279,,4.7950510979,13.9644060135,UMAP
Liberia,LBR,1996,,,-1.0691347588,,,-0.2349502673,1.4282526706,,0.2716661096,14.3773727417,UMAP
Libya,LBY,1996,,,-0.5245657219,,-0.4706091228,-0.2303652894,-0.1932616391,,1.8991003036,10.9087200165,UMAP
Liechtenstein,LIE,1996,,,,,,-0.2345625336,0.5813926159,-1.1040519024,3.2885365486,14.4913997650,UMAP
Lithuania,LTU,1996,,0.1589540299,,,0.3217201812,-0.2335825063,0.2764201629,1.4689337896,4.6518793106,12.7319517136,UMAP
Low & middle income,LMY,1996,,,0.0712597625,,-0.7234004244,0.6125370691,0.4746794307,,4.8604373932,10.1469268799,UMAP
Low income,LIC,1996,,,-0.9289504343,,-0.6084332856,-0.2211212352,0.2866846783,,4.4340872765,12.8638000488,UMAP
Lower middle income,LMC,1996,,,-0.5396193626,,-0.7004424410,-0.0465255129,0.4891050153,,5.5090808868,13.5709095001,UMAP
Luxembourg,LUX,1996,,-0.1336950720,,,2.3448767047,-0.2315211250,-0.3127672230,-0.8109401540,1.1150017977,11.1327104568,UMAP
"Macao SAR, China",MAC,1996,,,0.7759051313,,0.9027604757,-0.2337897695,-0.6077062292,-0.6414360290,3.6140120029,10.4253196716,UMAP
Madagascar,MDG,1996,,,-0.9048043602,,-0.7984657863,-0.2341610352,-0.1900012198,,1.5079321861,10.9898738861,UMAP
Malawi,MWI,1996,,,-1.0270356085,,,-0.2344276626,0.6481847611,,2.8034131527,13.9229440689,UMAP
Malaysia,MYS,1996,,,2.3089062010,,2.0719708612,-0.2182979565,1.0842899979,-0.9441095486,1.8456659317,14.5765113831,UMAP
Maldives,MDV,1996,,-0.0705570513,,-0.2728743417,,-0.2349021469,0.7361789102,,1.9104145765,14.1079721451,UMAP
Mali,MLI,1996,,,-0.8010240638,,-0.4716073811,-0.2345168233,0.6058253136,,2.8903458118,14.1181917191,UMAP
Malta,MLT,1996,,,,,1.7243602025,-0.2343444943,0.0735322993,-0.6172708255,3.3133690357,12.4154596329,UMAP
Marshall Islands,MHL,1996,,,,,0.7246893467,-0.2349582948,-2.2125608495,,2.1897473335,13.1652288437,UMAP
Mauritania,MRT,1996,,,,,-0.1181959554,-0.2346240398,0.4049912100,,4.4464144707,14.3913974762,UMAP
Mauritius,MUS,1996,,,-0.0647108269,-0.4558988934,0.9778275047,-0.2342355141,0.3674885824,,5.2412095070,12.9068479538,UMAP
Mexico,MEX,1996,,0.2807159336,,-0.7234548611,-0.5646083349,-0.1635097489,0.4698497220,-0.4321201660,4.2129440308,11.0040473938,UMAP
"Micronesia, Fed. Sts.",FSM,1996,,,-0.4324288114,,0.5039822892,-0.2349404881,-1.0564540704,,1.5970619917,12.9544487000,UMAP
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1996,,,-0.3849219701,,-0.3928701340,-0.0922604701,0.2883499752,0.0046845061,4.6726737022,11.5226802826,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1996,,,-0.5214025593,,-0.6753442507,-0.1616367038,0.4329683155,0.0242580474,5.5465245247,13.4486837387,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1996,,,-0.5214025593,,-0.6668187821,-0.1610727775,0.4279544131,0.0242580474,5.3585000038,13.4493093491,UMAP
Middle income,MIC,1996,,,0.0874411083,,-0.7246681666,0.5985476973,0.4782435382,,4.9410290718,10.2366285324,UMAP
Moldova,MDA,1996,,0.1449776094,,-0.3415618667,1.0383968689,-0.2346963016,-1.4939669566,,1.8402655125,13.0210266113,UMAP
Monaco,MCO,1996,,,,,,-0.2344577086,-0.3594206893,,1.3002231121,11.5660972595,UMAP
Mongolia,MNG,1996,,,-0.8810557682,-0.1208714189,0.0297325300,-0.2347540831,-0.1768679249,,1.9201871157,11.4329423904,UMAP
Morocco,MAR,1996,,,,,-0.5778361768,-0.2278389067,1.4691145361,1.7053703126,0.2201598436,14.4597749710,UMAP
Mozambique,MOZ,1996,,,-0.9112067598,,-0.5004353845,-0.2343101538,1.1968404490,,0.4842291772,14.6218528748,UMAP
Myanmar,MMR,1996,,,-0.8637797774,,,-0.2339639620,0.5062865271,,3.8549754620,14.1796550751,UMAP
Namibia,NAM,1996,,,,,0.3951203953,-0.2343169312,-0.0216132059,,2.5036487579,12.5300903320,UMAP
Nauru,NRU,1996,,,,,,-0.2349704330,-2.4652831663,,2.0702846050,13.1489000320,UMAP
Nepal,NPL,1996,,-0.0333635110,-0.5362640158,0.2498746751,-0.3542720369,-0.2342288842,0.3253461512,-0.5998857871,4.3940939903,11.4793195724,UMAP
Netherlands,NLD,1996,,-0.1241382332,,,0.6336027523,-0.1603321889,0.0156085910,-0.2659191983,2.9852180481,12.2986631393,UMAP
New Caledonia,NCL,1996,,,,,-0.6565803524,-0.2343801356,-0.4667175251,1.8583586511,1.2659962177,12.0307149887,UMAP
New Zealand,NZL,1996,,-0.1199391836,,,-0.4200216070,-0.2233772884,0.0466685348,-0.2873027956,3.5695106983,11.9412603378,UMAP
Nicaragua,NIC,1996,,,,,-0.5505396418,-0.2342641463,0.4903025568,,3.8433146477,13.6603717804,UMAP
Niger,NER,1996,,,-1.0089440651,,-0.7855280213,-0.2345787940,-0.5234381776,,1.2346512079,11.9665613174,UMAP
Nigeria,NGA,1996,,,-0.9452127559,,,-0.2042620232,0.1414948085,,3.9567997456,12.3469400406,UMAP
North America,NAC,1996,,-0.1203742045,2.1108354548,-0.1224237322,-0.9781817400,1.2048234602,0.0459280478,-0.3631296668,4.0460767746,10.2592544556,UMAP
North Macedonia,MKD,1996,,,,,-0.3647913768,-0.2342089667,-0.3473455478,5.3631824044,1.1462792158,11.4401664734,UMAP
Norway,NOR,1996,,-0.1327128956,,,-0.1231986717,-0.2079349593,0.2765775408,-0.5067019809,5.0694007874,11.6927461624,UMAP
OECD members,OED,1996,,-0.1118806665,2.2244912590,,-0.7142331946,4.0484958956,-0.0339075342,-0.0750439282,3.4924335480,10.1600866318,UMAP
Oman,OMN,1996,,,-0.5317006316,,-0.1391550540,-0.2320988085,-0.0452179892,,3.0628502369,11.5003499985,UMAP
Other small states,OSS,1996,,,,,0.7943922311,-0.2275800289,-0.0110397918,,2.8831043243,12.6517915726,UMAP
Pacific island small states,PSS,1996,,,,,0.6577740920,-0.2343198021,-0.0573054781,,2.7916719913,12.6170825958,UMAP
Pakistan,PAK,1996,,,-0.5003207428,,-0.7503052824,-0.2245052364,0.2471362950,-0.5494691756,4.3194203377,10.8206214905,UMAP
Palau,PLW,1996,,,,,,-0.2349538898,1.1488030274,,0.9252253175,14.5538072586,UMAP
Panama,PAN,1996,,,,,1.7540583650,-0.2334556169,-1.4757752979,1.1073249896,1.6435329914,12.8708477020,UMAP
Papua New Guinea,PNG,1996,,,,0.0245125572,0.6166559971,-0.2341240828,0.7158916547,,2.4132814407,14.3355646133,UMAP
Paraguay,PRY,1996,,,-0.4740953833,,0.5228387308,-0.2333579004,-0.2842387970,0.0346681167,2.2464942932,10.9755983353,UMAP
Peru,PER,1996,,,-0.5884522384,,-0.8816613234,-0.2258394183,-0.0853158188,-0.1530902987,2.6906409264,11.4540090561,UMAP
Philippines,PHL,1996,,,-0.0636138217,-0.1897918498,-0.2480696681,-0.2193244725,0.4117326483,0.1066421759,4.4295520782,13.5568456650,UMAP
Poland,POL,1996,,0.0986519191,-0.6433402791,,-0.6116556134,-0.2083826353,0.4496487934,0.7636227793,5.0426301956,13.9340581894,UMAP
Portugal,PRT,1996,,-0.1101606629,,,-0.3197988162,-0.2146970288,0.0291932174,-0.1134524110,3.3759758472,11.7630310059,UMAP
Post-demographic dividend,PST,1996,,-0.1199391836,2.2742270173,,-0.6713234310,3.9153135260,-0.0635667902,-0.1102063063,3.4791564941,10.1088714600,UMAP
Pre-demographic dividend,PRE,1996,,,-0.9212275692,,,-0.1789379814,0.3702835501,,4.6061973572,14.1114234924,UMAP
Puerto Rico (US),PRI,1996,,,,,0.3183678256,-0.2274785173,-0.1641041129,0.9891067281,2.0160338879,12.2287368774,UMAP
Qatar,QAT,1996,,,-0.3457767005,,0.1386425353,-0.2334784652,0.1703929130,,4.9081788063,12.0606241226,UMAP
Romania,ROU,1996,,,-0.8295057744,,-0.3085526664,-0.2288682650,0.0946987471,-0.2104609256,3.6632041931,12.1853027344,UMAP
Russian Federation,RUS,1996,,0.4476765778,,,-0.5615648911,-0.1701962491,-1.1494379885,0.2980514493,1.5445058346,12.7043294907,UMAP
Rwanda,RWA,1996,,,-0.9300305028,,-0.8703306175,-0.2347480279,1.5296459544,-1.2848563024,0.3607032001,14.1983127594,UMAP
Samoa,WSM,1996,,,,,,-0.2349352998,0.6258255198,,2.9539082050,14.4004602432,UMAP
San Marino,SMR,1996,,,,,,,,-0.4955755563,4.2506980896,10.4084024429,UMAP
Sao Tome and Principe,STP,1996,,,-1.0225398425,,,-0.2349542712,-0.2962184644,,1.0468591452,10.9167337418,UMAP
Saudi Arabia,SAU,1996,,-0.1332180720,-0.5940467906,,-0.1930058118,-0.2087382752,-0.0032082264,,3.2739586830,11.6325235367,UMAP
Senegal,SEN,1996,,,-0.7971165171,,-0.5940317757,-0.2338918340,-0.2117945186,,1.6610807180,10.5925569534,UMAP
Serbia,SRB,1996,,,,,-0.9669611061,-0.2311271895,0.4611901479,0.9126125589,3.9526720047,14.2504243851,UMAP
Seychelles,SYC,1996,,,-0.8094274979,,0.4248533147,-0.2348881121,1.0835180136,,1.7759987116,13.9178800583,UMAP
Sierra Leone,SLE,1996,,,-1.0333195018,,-0.5286462095,-0.2348208951,-0.2550080754,,1.3735376596,10.8119049072,UMAP
Singapore,SGP,1996,,,1.1584052635,0.4276604848,5.0852491853,-0.2190524350,0.6733035117,-0.7615666448,2.5120716095,14.6487274170,UMAP
Slovak Republic,SVK,1996,,-0.0763674786,,,0.6759666435,-0.2303134989,0.4538216890,0.5871646389,3.9690811634,14.0448760986,UMAP
Slovenia,SVN,1996,,-0.0253238097,,,0.3385362476,-0.2314259724,-0.0667019727,-0.1862957221,2.5589597225,12.2883872986,UMAP
Small states,SST,1996,,,,,0.8186674161,-0.2241351326,0.0753989600,,3.0961229801,12.6992511749,UMAP
Solomon Islands,SLB,1996,,,-0.7569722228,,0.4394157812,-0.2348921908,-0.2783739043,,1.7294151783,11.6944017410,UMAP
"Somalia, Fed. Rep.",SOM,1996,,,,,,-0.2346802420,0.7666001814,,1.9536782503,14.4566574097,UMAP
South Africa,ZAF,1996,,-0.0566635802,1.4419244874,-0.2446973395,-0.6741760418,-0.2079821207,0.1583927041,,3.8902921677,12.5925664902,UMAP
South Asia,SAS,1996,,-0.0364011241,-0.5378606136,-0.1654415297,-1.0214292777,-0.1591521082,0.6088323462,,3.1299655437,14.6627197266,UMAP
South Asia (IDA & IBRD),TSA,1996,,-0.0364011241,-0.5378606136,-0.1654415297,-1.0214292777,-0.1591521082,0.6088323462,,3.0297770500,14.7085313797,UMAP
Spain,ESP,1996,,-0.1040449914,,0.2274997000,-0.5935336174,-0.1287661453,-0.1164180389,2.4671826979,2.0989291668,11.3336486816,UMAP
Sri Lanka,LKA,1996,,,-0.3753534097,0.8901694320,0.0474388056,-0.2326783290,0.0772067829,0.5909893474,4.7851314545,12.0036821365,UMAP
St. Kitts and Nevis,KNA,1996,,,0.1451504890,,,-0.2349214025,0.4088897288,,4.2179851532,14.2555294037,UMAP
St. Lucia,LCA,1996,,,0.1146568052,,,-0.2348461674,-0.0652455595,1.4567642626,2.7383780479,12.3616390228,UMAP
St. Vincent and the Grenadines,VCT,1996,,,-0.0230630982,-0.3065392818,,-0.2349218086,-0.3306534995,,0.8000267744,11.0894575119,UMAP
Sub-Saharan Africa,SSF,1996,,,-0.1321270950,,,-0.1462355653,0.2914907048,,5.4127154350,12.1279582977,UMAP
Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,,,-0.1321270950,,,-0.1462355653,0.2914907048,,5.5438880920,12.0360851288,UMAP
Sub-Saharan Africa (excluding high income),SSA,1996,,,-0.1192111355,,,-0.1477683274,0.2656040280,,5.4059834480,12.0832853317,UMAP
Sudan,SDN,1996,,,-1.0255951436,,-1.1103832669,-0.2334852520,0.4212755723,,4.4693522453,13.8999090195,UMAP
Suriname,SUR,1996,,,-0.7767221171,,,-0.2348341805,-0.3773990376,0.5092796666,0.8615945578,11.6891193390,UMAP
Sweden,SWE,1996,,-0.1418189640,-0.3288491891,,-0.1959167595,-0.1866958330,-0.2629636101,0.2775371040,1.8627787828,11.1087217331,UMAP
Switzerland,CHE,1996,,-0.1383420552,2.3819767196,-0.7477001820,0.0450485789,-0.1787329123,-0.4632428426,-0.7417477009,0.5404770374,11.9145174026,UMAP
Syrian Arab Republic,SYR,1996,,,-0.8618409882,,-0.1288547026,-0.2326962186,1.0555307515,,1.1040477753,14.7049989700,UMAP
Tajikistan,TJK,1996,,,,,1.5781720458,-0.2348040362,-3.2511921188,-0.9302015178,3.5036258698,10.8957967758,UMAP
Tanzania,TZA,1996,,,-1.0423635543,,-0.8015343404,-0.2334165850,0.1980683907,,4.3025946617,12.3977756500,UMAP
Thailand,THA,1996,,,,-1.2013000450,0.1536933049,-0.2047077010,0.3778960223,-1.1960187559,4.8601970673,14.1034460068,UMAP
Timor-Leste,TLS,1996,,,,,,-0.2349258655,0.7562366584,,1.9552835226,14.4944696426,UMAP
Togo,TGO,1996,,,-0.7737878355,,-0.3355384319,-0.2346343890,0.8948974417,,1.8409197330,14.8412294388,UMAP
Tonga,TON,1996,,,-0.2384992467,,0.0269637277,-0.2349398984,-0.5246741242,,0.3871175647,11.6912984848,UMAP
Trinidad and Tobago,TTO,1996,,,-0.4133001543,,,-0.2340241552,0.6186018506,1.4428562319,2.8435657024,14.6126337051,UMAP
Tunisia,TUN,1996,,,0.0873659220,0.0163313840,0.1821489959,-0.2317374570,0.6204858092,,3.2306714058,14.7505722046,UMAP
Turkiye,TUR,1996,,0.8554161558,,-0.3935105968,-0.5330972507,-0.2049674723,0.6584107061,-0.2930398583,2.7853550911,13.8435010910,UMAP
Turkmenistan,TKM,1996,,,,,1.4964285049,-0.2345832470,0.5480582977,,3.3860006332,14.2284002304,UMAP
Tuvalu,TUV,1996,,,,,,-0.2349744218,-1.5076556594,,1.7835084200,13.0122108459,UMAP
Uganda,UGA,1996,,,,,-0.8082442762,-0.2339770217,0.9331989263,,1.4721370935,14.2422819138,UMAP
Ukraine,UKR,1996,,,,,0.3422393573,-0.2276078389,-2.1633723719,-0.0522570756,2.1700561047,13.0897178650,UMAP
United Arab Emirates,ARE,1996,,,,,,-0.2228099961,0.4016753786,,4.7686557770,13.4194030762,UMAP
United Kingdom,GBR,1996,,-0.1128721940,1.3137554575,0.7767675351,-0.4765384631,-0.0002067706,-0.1205448214,0.0414482817,2.8500924110,10.6284408569,UMAP
United States,USA,1996,,-0.1118806665,2.2135828401,-0.1854493647,-1.0580994006,1.1000927323,0.0727914491,-0.4345540713,4.0743103027,10.3650903702,UMAP
Upper middle income,UMC,1996,,,0.3357368954,,-0.7297827389,0.4100867414,0.4752947042,-0.6152575165,4.6826953888,10.1438350677,UMAP
Uruguay,URY,1996,,,-0.4495429639,,-0.7267272373,-0.2315839426,0.3658834532,0.6918225704,5.2850251198,13.7409696579,UMAP
Uzbekistan,UZB,1996,,,,,,-0.2326698696,-0.2637463998,,1.7378486395,10.7792682648,UMAP
Vanuatu,VUT,1996,,,-0.2726647738,-0.7610361403,0.3242384080,-0.2349334043,-0.1618914729,,2.1051149368,12.0112981796,UMAP
"Venezuela, RB",VEN,1996,,,-0.8983160712,,-0.4031738225,-0.2233107467,-0.5718815236,0.6640065089,0.8537762165,11.8103036880,UMAP
Viet Nam,VNM,1996,,,-0.6450329656,,0.3195941819,-0.2308989692,0.9766959643,-1.0466812755,1.8218270540,14.1739225388,UMAP
West Bank and Gaza,PSE,1996,,,,,0.2519633190,-0.2344127748,-0.3425666659,,0.6658801436,11.5483264923,UMAP
World,WLD,1996,,,1.8111291959,,-0.6543490963,5.0357830604,0.0431214759,-0.4034645798,3.7468783855,10.3034210205,UMAP
"Yemen, Rep.",YEM,1996,,,-1.0211228257,,0.1864531928,-0.2339023432,0.2127783981,,4.5727181435,13.0752353668,UMAP
Zambia,ZMB,1996,,,,2.8618174838,-0.2487351405,-0.2343817475,0.4698902035,1.2776983665,3.9490354061,14.3632869720,UMAP
Zimbabwe,ZWE,1996,,,-0.5759899611,,-0.0864440468,-0.2335621754,1.1424146690,,1.0103187561,14.7616634369,UMAP
Africa Eastern and Southern,AFE,1997,,,0.6683336601,,-0.6194114953,-0.1872869977,0.0840275609,,18.2306880951,18.3599910736,UMAP
Africa Western and Central,AFW,1997,,,-0.9155297841,,,-0.1893765451,0.1751280238,,19.0835380554,18.0791988373,UMAP
Albania,ALB,1997,,,,-0.0544910868,-0.6243930543,-0.2345973192,-2.4412654538,1.2081582127,17.9626960754,19.9901123047,UMAP
Algeria,DZA,1997,,,-0.9996732180,,-0.4765364357,-0.2270093934,-0.3611631270,3.0388027624,16.5020771027,20.3245620728,UMAP
Andorra,AND,1997,,,,,,-0.2347813817,0.9324776322,,18.7152824402,21.4640541077,UMAP
Angola,AGO,1997,,,,,,-0.2337117987,0.6412999276,,18.6829032898,20.6057109833,UMAP
Antigua and Barbuda,ATG,1997,,,0.1506483939,,,-0.2348551746,0.3485591972,,19.7795963287,19.8056030273,UMAP
Arab World,ARB,1997,,,-0.4317243570,,-0.1510567947,-0.1333394196,0.3449881218,,20.2960720062,19.9546089172,UMAP
Argentina,ARG,1997,,,-0.5666362337,,-1.0453275172,-0.1865459117,0.7771588093,1.1942501819,18.1449623108,21.6816997528,UMAP
Armenia,ARM,1997,,,,,0.0410200987,-0.2347055012,-0.0005459643,0.4953716358,17.5895404816,18.9380779266,UMAP
Aruba,ABW,1997,,,-0.0549419300,,1.8164754568,-0.2347233034,0.6043786085,-0.0870271525,18.6272220612,20.6615982056,UMAP
Australia,AUS,1997,,-0.1456671855,0.7158303871,-0.7959236126,-0.7571780327,-0.1629334822,0.0955990775,0.0715243982,18.5713768005,18.0699634552,UMAP
Austria,AUT,1997,,-0.1321705009,,,-0.0239753122,-0.1999632450,-0.1913600883,-0.4868830371,16.9051227570,19.1697597504,UMAP
Azerbaijan,AZE,1997,,,,,0.1105007220,-0.2343213633,0.4019345198,-1.2031466216,19.0760383606,19.6782531738,UMAP
"Bahamas, The",BHS,1997,,,-0.1257897756,-0.7755479056,0.0643783795,-0.2339294318,-0.3306792821,0.3145672359,16.9787731171,19.9722461700,UMAP
Bahrain,BHR,1997,,,-0.1428026950,-0.9361184510,1.0666303421,-0.2337827388,-0.0375773812,,17.9110240936,19.6273593903,UMAP
Bangladesh,BGD,1997,,,-0.6134045875,,-0.9865091087,-0.2269983636,0.1892245267,,18.9981937408,18.8348617554,UMAP
Barbados,BRB,1997,,,-0.0318068412,,,-0.2345634645,0.2298484064,1.1577416011,18.5814418793,19.4785060883,UMAP
Belarus,BLR,1997,,,,-1.0008585128,0.9651751247,-0.2326398226,1.3111580616,-0.8954314409,18.2622375488,20.5937976837,UMAP
Belgium,BEL,1997,,-0.1281482792,,,0.9685743833,-0.1931857595,0.0761846299,0.1737484244,17.6977005005,18.1789112091,UMAP
Belize,BLZ,1997,,,-0.3508674006,,0.1761078952,-0.2348321916,0.1478628319,0.8222103589,18.4526195526,18.3232536316,UMAP
Benin,BEN,1997,,,-0.9634499691,,-0.3492770474,-0.2346015137,0.3913304224,,19.6053256989,19.0713596344,UMAP
Bermuda,BMU,1997,,,,,,-0.2344916198,0.2071011996,,19.1389331818,18.5991764069,UMAP
Bhutan,BTN,1997,,,-0.8169994369,-0.5346551968,0.1721354899,-0.2349183787,0.3327424132,,19.2185497284,19.8417758942,UMAP
Bolivia,BOL,1997,,,0.3064014992,-0.1902909034,-0.5114467086,-0.2336659316,0.2646108173,-1.0206037178,19.1043739319,18.8381805420,UMAP
Bosnia and Herzegovina,BIH,1997,,,,,0.4755314650,-0.2343693961,5.4093369429,,19.5523757935,21.1052494049,UMAP
Botswana,BWA,1997,,,-0.8608669135,,0.6324177739,-0.2341464156,0.8120411560,,18.3328323364,21.2129898071,UMAP
Brazil,BRA,1997,,-0.0619994679,-0.1121531703,,-1.1783372712,-0.0889189427,0.0114308180,0.1829624947,17.9001712799,17.0800876617,UMAP
Brunei Darussalam,BRN,1997,,,,,0.0134945181,-0.2336878769,0.4902500886,,19.1102199554,20.1715774536,UMAP
Bulgaria,BGR,1997,,13.0645978937,-0.8882377042,,0.1967758395,-0.2331052555,-2.8315504631,0.9995377512,18.0660133362,20.0718212128,UMAP
Burkina Faso,BFA,1997,,,-0.8160266225,,-0.7682834821,-0.2345718514,0.4858484005,,19.5195121765,20.1403732300,UMAP
Burundi,BDI,1997,,,-0.8083483149,,-1.0268477281,-0.2348157377,-0.7979147285,,17.1692733765,20.4410552979,UMAP
Cabo Verde,CPV,1997,,,-0.3194813903,,0.1872449333,-0.2348954946,1.2654405017,,18.8907108307,20.9267101288,UMAP
Cambodia,KHM,1997,,,-0.9427578971,,0.0486327652,-0.2344071830,0.1107593526,-1.2712959724,18.6841869354,18.2016067505,UMAP
Cameroon,CMR,1997,,,-0.9607381782,,-0.5507994257,-0.2331923519,0.1952996391,,19.0965919495,19.1427936554,UMAP
Canada,CAN,1997,,-0.1282349717,0.8650732925,0.4793885248,-0.0418385622,-0.1266600340,0.1551725684,0.1998259820,18.3249683380,17.9105510712,UMAP
Caribbean small states,CSS,1997,,,-0.1505315542,,,-0.2316567134,0.2093558271,1.0234962153,18.3200626373,19.2930335999,UMAP
Cayman Islands,CYM,1997,,,,,,,,-0.6624719255,15.9695301056,17.6997451782,UMAP
Central African Republic,CAF,1997,,,-0.9874386439,,-0.4062023547,-0.2348215513,0.3207435106,,19.6075191498,18.9828758240,UMAP
Central Europe and the Baltics,CEB,1997,,-0.0393792553,-0.4266598486,,-0.0470734306,-0.1669850214,-0.1768310267,0.2514926806,16.6446590424,18.7556648254,UMAP
Chad,TCD,1997,,,-1.0158435677,,-0.5342033173,-0.2347211790,0.3781310991,,19.3203773499,19.3705692291,UMAP
Chile,CHL,1997,,-0.0718976333,,-0.9865092733,-0.4400296849,-0.2207973873,0.6603711842,-0.1416161733,18.3800125122,20.3703594208,UMAP
China,CHN,1997,,-0.1136876361,1.2153194648,,-0.8293352823,-0.0749371609,0.9681929509,-0.8432763255,18.4821357727,21.8678760529,UMAP
Colombia,COL,1997,,0.0821108811,-0.2172865998,,-0.8040811858,-0.2173386166,0.0171861475,0.7283311512,18.2601947784,17.4270477295,UMAP
Comoros,COM,1997,,,-0.9661795671,,-0.8009334876,-0.2349163585,0.1145801318,,18.3244686127,18.8338661194,UMAP
"Congo, Dem. Rep.",COD,1997,,,,2.3016858120,-0.8404242511,-0.2339693726,-1.4517508238,,18.2059192657,20.6319942474,UMAP
"Congo, Rep.",COG,1997,,,-0.9047758549,,1.1666976219,-0.2345925146,-0.6412056775,,17.5115776062,19.7154293060,UMAP
Costa Rica,CRI,1997,,0.0169180489,,-0.5761144163,0.2193927473,-0.2328905240,0.3493563846,,19.3532524109,19.8659324646,UMAP
Cote d'Ivoire,CIV,1997,,,-0.8268560427,,-0.4418597153,-0.2319920645,1.0268367620,,19.1982460022,21.1489696503,UMAP
Croatia,HRV,1997,,,,,-0.0310646368,-0.2309786299,0.4616819148,0.3058747166,19.3696804047,20.3015575409,UMAP
Cuba,CUB,1997,,,,,-0.8600177285,-0.2307818134,-0.0878402167,-0.1478747871,17.7019557953,18.9296455383,UMAP
Cyprus,CYP,1997,,,,,1.2454963600,-0.2333976849,-0.1109757741,-0.7911212101,17.4134387970,19.4333553314,UMAP
Czechia,CZE,1997,,-0.0411575954,0.4485068429,,0.1513141249,-0.2246342936,-0.6365014668,-0.5696358202,17.8440532684,19.8130912781,UMAP
